Reward,Win,Sprint,DateTime,Flag
921.98753,False,66,2024-06-18 15:20:39.343414,True
890.80900,False,67,2024-06-18 15:20:39.343414,True
903.36875,False,65,2024-06-18 15:20:39.343414,True
677.62914,False,63,2024-06-18 15:20:39.343414,True
831.29756,False,65,2024-06-18 15:20:39.343414,True
745.31041,False,64,2024-06-18 15:20:39.343414,True
525.79202,False,60,2024-06-18 15:20:39.343414,True
767.80970,False,64,2024-06-18 15:20:39.343414,True
920.71667,False,67,2024-06-18 15:20:39.343414,True
594.39313,False,57,2024-06-18 15:20:39.343414,True
890.90751,False,66,2024-06-18 15:20:39.343414,True
710.88789,False,64,2024-06-18 15:20:39.343414,True
809.81601,False,64,2024-06-18 15:20:39.343414,True
965.05012,True,59,2024-06-18 15:20:39.343414,True
701.76045,False,64,2024-06-18 15:20:39.343414,True
656.22684,False,62,2024-06-18 15:20:39.343414,True
920.33069,False,66,2024-06-18 15:20:39.343414,True
776.03203,False,65,2024-06-18 15:20:39.343414,True
860.31310,False,65,2024-06-18 15:20:39.343414,True
818.10667,False,65,2024-06-18 15:20:39.343414,True
803.32620,False,64,2024-06-18 15:20:39.343414,True
918.48277,False,65,2024-06-18 15:20:39.343414,True
894.60853,False,67,2024-06-18 15:20:39.343414,True
825.25240,False,64,2024-06-18 15:20:39.343414,True
908.72285,False,63,2024-06-18 15:20:39.343414,True
661.47306,False,63,2024-06-18 15:20:39.343414,True
931.78397,False,64,2024-06-18 15:20:39.343414,True
626.24476,False,62,2024-06-18 15:20:39.343414,True
646.64562,False,63,2024-06-18 15:20:39.343414,True
815.61833,False,64,2024-06-18 15:20:39.343414,True
1006.64489,True,55,2024-06-18 15:20:39.343414,True
736.00569,False,64,2024-06-18 15:20:39.343414,True
781.37997,False,65,2024-06-18 15:20:39.343414,True
1127.94019,True,50,2024-06-18 15:20:39.343414,True
934.40882,False,65,2024-06-18 15:20:39.343414,True
897.31288,False,66,2024-06-18 15:20:39.343414,True
862.57328,False,64,2024-06-18 15:20:39.343414,True
605.34775,False,58,2024-06-18 15:20:39.343414,True
737.30251,False,64,2024-06-18 15:20:39.343414,True
635.85085,False,63,2024-06-18 15:20:39.343414,True
611.35741,False,61,2024-06-18 15:20:39.343414,True
599.20550,False,61,2024-06-18 15:20:39.343414,True
597.40476,False,60,2024-06-18 15:20:39.343414,True
778.69956,False,63,2024-06-18 15:20:39.343414,True
943.11280,True,60,2024-06-18 15:20:39.343414,True
974.62343,True,55,2024-06-18 15:20:39.343414,True
623.02580,False,61,2024-06-18 15:20:39.343414,True
853.39770,False,63,2024-06-18 15:20:39.343414,True
584.97293,False,61,2024-06-18 15:20:39.343414,True
716.03870,False,64,2024-06-18 15:20:39.343414,True
833.51035,False,65,2024-06-18 15:20:39.343414,True
744.37879,False,63,2024-06-18 15:20:39.343414,True
572.97184,False,61,2024-06-18 15:20:39.343414,True
754.30315,False,64,2024-06-18 15:20:39.343414,True
850.97662,False,64,2024-06-18 15:20:39.343414,True
572.89634,False,57,2024-06-18 15:20:39.343414,True
942.95368,True,63,2024-06-18 15:20:39.343414,True
937.94491,True,64,2024-06-18 15:20:39.343414,True
920.50032,False,66,2024-06-18 15:20:39.343414,True
807.44694,False,64,2024-06-18 15:20:39.343414,True
918.21792,False,66,2024-06-18 15:20:39.343414,True
953.80657,True,59,2024-06-18 15:20:39.343414,True
685.53603,False,63,2024-06-18 15:20:39.343414,True
998.86069,True,55,2024-06-18 15:20:39.343414,True
930.53666,False,67,2024-06-18 15:20:39.343414,True
822.53025,False,65,2024-06-18 15:20:39.343414,True
783.99011,False,65,2024-06-18 15:20:39.343414,True
894.34995,False,67,2024-06-18 15:20:39.343414,True
1008.65316,True,55,2024-06-18 15:20:39.343414,True
912.97540,False,67,2024-06-18 15:20:39.343414,True
622.47681,False,61,2024-06-18 15:20:39.343414,True
909.87917,False,67,2024-06-18 15:20:39.343414,True
522.29144,False,60,2024-06-18 15:20:39.343414,True
759.22537,False,64,2024-06-18 15:20:39.343414,True
966.16613,True,58,2024-06-18 15:20:39.343414,True
757.15459,False,62,2024-06-18 15:20:39.343414,True
666.35364,False,63,2024-06-18 15:20:39.343414,True
634.35710,False,62,2024-06-18 15:20:39.343414,True
882.74318,False,64,2024-06-18 15:20:39.343414,True
784.38917,False,65,2024-06-18 15:20:39.343414,True
801.72364,False,63,2024-06-18 15:20:39.343414,True
850.73662,False,66,2024-06-18 15:20:39.343414,True
664.23872,False,63,2024-06-18 15:20:39.343414,True
810.30724,False,65,2024-06-18 15:20:39.343414,True
885.76624,False,66,2024-06-18 15:20:39.343414,True
643.38966,False,62,2024-06-18 15:20:39.343414,True
937.96071,False,65,2024-06-18 15:20:39.343414,True
936.71602,True,65,2024-06-18 15:20:39.343414,True
714.49264,False,63,2024-06-18 15:20:39.343414,True
560.33061,False,61,2024-06-18 15:20:39.343414,True
725.40044,False,64,2024-06-18 15:20:39.343414,True
759.08322,False,65,2024-06-18 15:20:39.343414,True
854.52488,False,63,2024-06-18 15:20:39.343414,True
552.61683,False,61,2024-06-18 15:20:39.343414,True
987.60180,True,56,2024-06-18 15:20:39.343414,True
804.72397,False,65,2024-06-18 15:20:39.343414,True
545.39151,False,61,2024-06-18 15:20:39.343414,True
928.29322,False,66,2024-06-18 15:20:39.343414,True
559.22359,False,61,2024-06-18 15:20:39.343414,True
575.90912,False,57,2024-06-18 15:20:39.343414,True
555.11331,False,67,2024-06-18 16:00:13.860433,False
528.32383,False,65,2024-06-18 16:00:13.860433,False
568.16263,False,68,2024-06-18 16:00:13.860433,False
532.51168,False,66,2024-06-18 16:00:13.860433,False
541.00612,False,69,2024-06-18 16:00:13.860433,False
607.57781,False,70,2024-06-18 16:00:13.860433,False
497.85006,False,66,2024-06-18 16:00:13.860433,False
619.16296,False,66,2024-06-18 16:00:13.860433,False
494.47092,False,66,2024-06-18 16:00:13.860433,False
485.41465,False,62,2024-06-18 16:00:13.860433,False
561.92974,False,64,2024-06-18 16:00:13.860433,False
593.44495,False,68,2024-06-18 16:00:13.860433,False
593.57226,False,68,2024-06-18 16:00:13.860433,False
577.94149,False,64,2024-06-18 16:00:13.860433,False
697.11475,True,58,2024-06-18 16:00:13.860433,False
515.97211,False,68,2024-06-18 16:00:13.860433,False
547.80647,False,63,2024-06-18 16:00:13.860433,False
483.75101,False,64,2024-06-18 16:00:13.860433,False
509.40544,False,67,2024-06-18 16:00:13.860433,False
519.21803,False,68,2024-06-18 16:00:13.860433,False
612.32004,False,71,2024-06-18 16:00:13.860433,False
586.20760,False,68,2024-06-18 16:00:13.860433,False
562.70775,False,64,2024-06-18 16:00:13.860433,False
666.14159,False,71,2024-06-18 16:00:13.860433,False
484.81359,False,65,2024-06-18 16:00:13.860433,False
558.25158,False,68,2024-06-18 16:00:13.860433,False
502.67107,False,67,2024-06-18 16:00:13.860433,False
491.87635,False,66,2024-06-18 16:00:13.860433,False
536.43119,False,66,2024-06-18 16:00:13.860433,False
673.54405,False,70,2024-06-18 16:00:13.860433,False
584.61113,False,66,2024-06-18 16:00:13.860433,False
472.50458,False,64,2024-06-18 16:00:13.860433,False
513.52006,False,65,2024-06-18 16:00:13.860433,False
573.37538,False,67,2024-06-18 16:00:13.860433,False
560.35647,False,67,2024-06-18 16:00:13.860433,False
600.22867,False,69,2024-06-18 16:00:13.860433,False
559.14889,False,67,2024-06-18 16:00:13.860433,False
643.88355,False,71,2024-06-18 16:00:13.860433,False
517.95138,False,65,2024-06-18 16:00:13.860433,False
487.44537,False,64,2024-06-18 16:00:13.860433,False
511.44945,False,66,2024-06-18 16:00:13.860433,False
536.70108,False,68,2024-06-18 16:00:13.860433,False
493.56559,False,66,2024-06-18 16:00:13.860433,False
578.05495,False,68,2024-06-18 16:00:13.860433,False
542.22896,False,64,2024-06-18 16:00:13.860433,False
476.09412,False,63,2024-06-18 16:00:13.860433,False
497.62180,False,67,2024-06-18 16:00:13.860433,False
636.59641,False,70,2024-06-18 16:00:13.860433,False
538.70495,False,65,2024-06-18 16:00:13.860433,False
502.38183,False,66,2024-06-18 16:00:13.860433,False
568.85041,False,67,2024-06-18 16:00:13.860433,False
515.26294,False,65,2024-06-18 16:00:13.860433,False
552.34559,False,64,2024-06-18 16:00:13.860433,False
475.30434,False,64,2024-06-18 16:00:13.860433,False
494.13706,False,64,2024-06-18 16:00:13.860433,False
552.03611,False,67,2024-06-18 16:00:13.860433,False
503.47903,False,67,2024-06-18 16:00:13.860433,False
598.86304,True,66,2024-06-18 16:00:13.860433,False
543.49563,False,67,2024-06-18 16:00:13.860433,False
519.13644,False,68,2024-06-18 16:00:13.860433,False
583.25293,False,66,2024-06-18 16:00:13.860433,False
503.41099,False,66,2024-06-18 16:00:13.860433,False
551.60549,False,66,2024-06-18 16:00:13.860433,False
566.52811,False,67,2024-06-18 16:00:13.860433,False
549.05031,False,66,2024-06-18 16:00:13.860433,False
426.76754,False,61,2024-06-18 16:00:13.860433,False
644.69868,True,61,2024-06-18 16:00:13.860433,False
537.99578,False,66,2024-06-18 16:00:13.860433,False
586.16664,False,70,2024-06-18 16:00:13.860433,False
547.53704,False,68,2024-06-18 16:00:13.860433,False
443.35587,False,62,2024-06-18 16:00:13.860433,False
582.79101,False,70,2024-06-18 16:00:13.860433,False
517.56776,False,65,2024-06-18 16:00:13.860433,False
558.52575,False,67,2024-06-18 16:00:13.860433,False
592.21552,False,69,2024-06-18 16:00:13.860433,False
488.24963,False,64,2024-06-18 16:00:13.860433,False
529.42182,False,65,2024-06-18 16:00:13.860433,False
